Frequency ;Azimuth ;S-param ;Amplitude ;Phase      ;
9.310     ;-41.0   ;S43     ;-74.4505  ;-69.6684   ;
9.320     ;-41.0   ;S43     ;-74.3931  ;-103.269   ;
9.330     ;-41.0   ;S43     ;-74.3243  ;-137.889   ;
9.340     ;-41.0   ;S43     ;-74.24    ;-172.859   ;
9.350     ;-41.0   ;S43     ;-74.1474  ;152.498    ;
9.360     ;-41.0   ;S43     ;-73.9055  ;117.251    ;
9.370     ;-41.0   ;S43     ;-73.632   ;82.0505    ;
9.380     ;-41.0   ;S43     ;-73.3135  ;45.1267    ;
9.390     ;-41.0   ;S43     ;-73.0265  ;8.2591     ;
9.400     ;-41.0   ;S43     ;-72.788   ;-30.1087   ;
9.410     ;-41.0   ;S43     ;-72.7236  ;-67.3898   ;
9.420     ;-41.0   ;S43     ;-72.538   ;-105.267   ;
9.430     ;-41.0   ;S43     ;-72.4952  ;-142.653   ;
9.440     ;-41.0   ;S43     ;-72.4528  ;179.154    ;
9.450     ;-41.0   ;S43     ;-72.5185  ;140.85     ;
9.460     ;-41.0   ;S43     ;-72.5546  ;102.996    ;
9.470     ;-41.0   ;S43     ;-72.6676  ;64.4149    ;
9.480     ;-41.0   ;S43     ;-72.8699  ;26.0866    ;
9.490     ;-41.0   ;S43     ;-73.107   ;-11.4753   ;
9.500     ;-41.0   ;S43     ;-73.363   ;-48.601    ;
9.510     ;-41.0   ;S43     ;-73.6974  ;-86.0476   ;
9.520     ;-41.0   ;S43     ;-73.9654  ;-122.58    ;
9.530     ;-41.0   ;S43     ;-74.2634  ;-159.539   ;
9.540     ;-41.0   ;S43     ;-74.5878  ;163.792    ;
9.550     ;-41.0   ;S43     ;-74.8941  ;127.861    ;
9.560     ;-41.0   ;S43     ;-75.1949  ;92.4626    ;
9.570     ;-41.0   ;S43     ;-75.5554  ;57.2256    ;
9.580     ;-41.0   ;S43     ;-75.8283  ;22.7964    ;
9.590     ;-41.0   ;S43     ;-75.9048  ;-11.1688   ;
9.600     ;-41.0   ;S43     ;-75.8324  ;-45.1614   ;
9.610     ;-41.0   ;S43     ;-75.6966  ;-79.7117   ;
9.620     ;-41.0   ;S43     ;-75.5892  ;-114.694   ;
9.630     ;-41.0   ;S43     ;-75.4492  ;-149.645   ;
9.640     ;-41.0   ;S43     ;-75.1012  ;174.839    ;
9.650     ;-41.0   ;S43     ;-74.8952  ;138.548    ;
9.660     ;-41.0   ;S43     ;-74.503   ;102.157    ;
9.670     ;-41.0   ;S43     ;-74.0909  ;64.7876    ;
9.680     ;-41.0   ;S43     ;-73.8138  ;26.3925    ;
9.690     ;-41.0   ;S43     ;-73.6116  ;-11.4887   ;
9.700     ;-41.0   ;S43     ;-73.4377  ;-50.2881   ;
9.710     ;-41.0   ;S43     ;-73.2677  ;-88.5108   ;
9.720     ;-41.0   ;S43     ;-73.2004  ;-127.606   ;
9.730     ;-41.0   ;S43     ;-73.1163  ;-166.715   ;
9.740     ;-41.0   ;S43     ;-73.1398  ;154.456    ;
9.750     ;-41.0   ;S43     ;-73.1413  ;115.061    ;
9.760     ;-41.0   ;S43     ;-73.1995  ;76.0083    ;
9.770     ;-41.0   ;S43     ;-73.4247  ;36.2181    ;
9.780     ;-41.0   ;S43     ;-73.5979  ;-3.04716   ;
9.790     ;-41.0   ;S43     ;-73.9761  ;-43.1238   ;
9.800     ;-41.0   ;S43     ;-74.2596  ;-82.1248   ;
9.300     ;-40.0   ;S43     ;-73.1374  ;-36.5142   ;
9.310     ;-40.0   ;S43     ;-73.1954  ;-70.5564   ;
9.320     ;-40.0   ;S43     ;-73.171   ;-104.626   ;
9.330     ;-40.0   ;S43     ;-73.0874  ;-139.58    ;
9.340     ;-40.0   ;S43     ;-73.0126  ;-174.499   ;
9.350     ;-40.0   ;S43     ;-72.9112  ;150.967    ;
9.360     ;-40.0   ;S43     ;-72.7756  ;115.677    ;
9.370     ;-40.0   ;S43     ;-72.5116  ;79.9318    ;
9.380     ;-40.0   ;S43     ;-72.2056  ;43.6256    ;
9.390     ;-40.0   ;S43     ;-71.9196  ;6.68503    ;
9.400     ;-40.0   ;S43     ;-71.7063  ;-31.1241   ;
9.410     ;-40.0   ;S43     ;-71.6315  ;-68.4274   ;
9.420     ;-40.0   ;S43     ;-71.5074  ;-106.007   ;
9.430     ;-40.0   ;S43     ;-71.4415  ;-143.347   ;
9.440     ;-40.0   ;S43     ;-71.3756  ;178.511    ;
9.450     ;-40.0   ;S43     ;-71.4113  ;140.645    ;
9.460     ;-40.0   ;S43     ;-71.4255  ;102.837    ;
9.470     ;-40.0   ;S43     ;-71.5608  ;64.8101    ;
9.480     ;-40.0   ;S43     ;-71.6977  ;26.9673    ;
9.490     ;-40.0   ;S43     ;-71.9185  ;-10.6772   ;
9.500     ;-40.0   ;S43     ;-72.1168  ;-47.8423   ;
9.510     ;-40.0   ;S43     ;-72.3885  ;-85.0365   ;
9.520     ;-40.0   ;S43     ;-72.6464  ;-121.608   ;
9.530     ;-40.0   ;S43     ;-72.8228  ;-158.346   ;
9.540     ;-40.0   ;S43     ;-73.1588  ;165.374    ;
9.550     ;-40.0   ;S43     ;-73.3602  ;129.353    ;
9.560     ;-40.0   ;S43     ;-73.6303  ;93.7272    ;
9.570     ;-40.0   ;S43     ;-73.8651  ;58.424     ;
9.580     ;-40.0   ;S43     ;-74.0592  ;23.794     ;
9.590     ;-40.0   ;S43     ;-74.0867  ;-10.2459   ;
9.600     ;-40.0   ;S43     ;-73.9834  ;-45.2249   ;
9.610     ;-40.0   ;S43     ;-73.8826  ;-79.9922   ;
9.620     ;-40.0   ;S43     ;-73.796   ;-115.261   ;
9.630     ;-40.0   ;S43     ;-73.6291  ;-150.766   ;
9.640     ;-40.0   ;S43     ;-73.3465  ;173.567    ;
9.650     ;-40.0   ;S43     ;-73.1379  ;137.831    ;
9.660     ;-40.0   ;S43     ;-72.7633  ;101.134    ;
9.670     ;-40.0   ;S43     ;-72.4466  ;63.8052    ;
9.680     ;-40.0   ;S43     ;-72.2046  ;25.8775    ;
9.690     ;-40.0   ;S43     ;-71.9492  ;-12.1157   ;
9.700     ;-40.0   ;S43     ;-71.7823  ;-50.48     ;
9.710     ;-40.0   ;S43     ;-71.6929  ;-88.8404   ;
9.720     ;-40.0   ;S43     ;-71.5662  ;-127.631   ;
9.730     ;-40.0   ;S43     ;-71.5148  ;-166.318   ;
9.740     ;-40.0   ;S43     ;-71.4872  ;154.782    ;
9.750     ;-40.0   ;S43     ;-71.4894  ;115.736    ;
9.760     ;-40.0   ;S43     ;-71.5851  ;76.7098    ;
9.770     ;-40.0   ;S43     ;-71.7014  ;37.3901    ;
9.780     ;-40.0   ;S43     ;-71.8812  ;-2.0631    ;
9.790     ;-40.0   ;S43     ;-72.183   ;-41.4995   ;
9.800     ;-40.0   ;S43     ;-72.456   ;-80.1536   ;
9.300     ;-39.0   ;S43     ;-72.1996  ;-36.9909   ;
9.310     ;-39.0   ;S43     ;-72.2278  ;-71.275    ;
9.320     ;-39.0   ;S43     ;-72.1726  ;-105.541   ;
9.330     ;-39.0   ;S43     ;-72.0972  ;-140.666   ;
9.340     ;-39.0   ;S43     ;-72.0732  ;-175.848   ;
9.350     ;-39.0   ;S43     ;-71.9565  ;149.312    ;
9.360     ;-39.0   ;S43     ;-71.8108  ;113.706    ;
9.370     ;-39.0   ;S43     ;-71.5556  ;78.3421    ;
9.380     ;-39.0   ;S43     ;-71.306   ;42.0975    ;
9.390     ;-39.0   ;S43     ;-71.016   ;5.30373    ;
9.400     ;-39.0   ;S43     ;-70.8538  ;-32.1834   ;
9.410     ;-39.0   ;S43     ;-70.755   ;-69.3646   ;
9.420     ;-39.0   ;S43     ;-70.6115  ;-106.559   ;
9.430     ;-39.0   ;S43     ;-70.5735  ;-143.71    ;
9.440     ;-39.0   ;S43     ;-70.5042  ;178.466    ;
9.450     ;-39.0   ;S43     ;-70.528   ;140.844    ;
9.460     ;-39.0   ;S43     ;-70.5459  ;102.995    ;
9.470     ;-39.0   ;S43     ;-70.6135  ;65.1681    ;
9.480     ;-39.0   ;S43     ;-70.7654  ;27.2465    ;
9.490     ;-39.0   ;S43     ;-70.929   ;-10.4176   ;
9.500     ;-39.0   ;S43     ;-71.146   ;-47.3267   ;
9.510     ;-39.0   ;S43     ;-71.2927  ;-84.3971   ;
9.520     ;-39.0   ;S43     ;-71.5621  ;-120.953   ;
9.530     ;-39.0   ;S43     ;-71.7064  ;-157.483   ;
9.540     ;-39.0   ;S43     ;-71.9359  ;166.197    ;
9.550     ;-39.0   ;S43     ;-72.1617  ;130.357    ;
9.560     ;-39.0   ;S43     ;-72.3331  ;94.655     ;
9.570     ;-39.0   ;S43     ;-72.5082  ;59.4632    ;
9.580     ;-39.0   ;S43     ;-72.6252  ;24.3716    ;
9.590     ;-39.0   ;S43     ;-72.6943  ;-9.88422   ;
9.600     ;-39.0   ;S43     ;-72.6153  ;-44.7872   ;
9.610     ;-39.0   ;S43     ;-72.4781  ;-80.095    ;
9.620     ;-39.0   ;S43     ;-72.3079  ;-116.023   ;
9.630     ;-39.0   ;S43     ;-72.1902  ;-151.641   ;
9.640     ;-39.0   ;S43     ;-72.0055  ;172.774    ;
9.650     ;-39.0   ;S43     ;-71.7694  ;136.495    ;
9.660     ;-39.0   ;S43     ;-71.3941  ;99.7882    ;
9.670     ;-39.0   ;S43     ;-71.0893  ;62.6411    ;
9.680     ;-39.0   ;S43     ;-70.8534  ;24.694     ;
9.690     ;-39.0   ;S43     ;-70.6289  ;-12.9697   ;
9.700     ;-39.0   ;S43     ;-70.4691  ;-51.3012   ;
9.710     ;-39.0   ;S43     ;-70.3413  ;-89.4264   ;
9.720     ;-39.0   ;S43     ;-70.2267  ;-127.769   ;
9.730     ;-39.0   ;S43     ;-70.1699  ;-166.248   ;
9.740     ;-39.0   ;S43     ;-70.0998  ;154.813    ;
9.750     ;-39.0   ;S43     ;-70.1267  ;116.044    ;
9.760     ;-39.0   ;S43     ;-70.2063  ;76.767     ;
9.770     ;-39.0   ;S43     ;-70.3233  ;37.6153    ;
9.780     ;-39.0   ;S43     ;-70.4615  ;-1.4644    ;
9.790     ;-39.0   ;S43     ;-70.7346  ;-40.6184   ;
9.800     ;-39.0   ;S43     ;-70.9934  ;-79.0923   ;
9.300     ;-38.0   ;S43     ;-71.3481  ;-37.7912   ;
9.310     ;-38.0   ;S43     ;-71.3861  ;-72.3443   ;
9.320     ;-38.0   ;S43     ;-71.3415  ;-106.962   ;
9.330     ;-38.0   ;S43     ;-71.2961  ;-142.122   ;
9.340     ;-38.0   ;S43     ;-71.2694  ;-177.312   ;
9.350     ;-38.0   ;S43     ;-71.1733  ;147.904    ;
9.360     ;-38.0   ;S43     ;-71.0425  ;112.527    ;
9.370     ;-38.0   ;S43     ;-70.7987  ;77.1756    ;
9.380     ;-38.0   ;S43     ;-70.597   ;40.6521    ;
9.390     ;-38.0   ;S43     ;-70.3098  ;4.37952    ;
9.400     ;-38.0   ;S43     ;-70.1364  ;-33.2137   ;
9.410     ;-38.0   ;S43     ;-70.0066  ;-70.0359   ;
9.420     ;-38.0   ;S43     ;-69.8918  ;-107.291   ;
9.430     ;-38.0   ;S43     ;-69.8187  ;-144.24    ;
9.440     ;-38.0   ;S43     ;-69.7344  ;177.832    ;
9.450     ;-38.0   ;S43     ;-69.7805  ;140.127    ;
9.460     ;-38.0   ;S43     ;-69.7906  ;102.889    ;
9.470     ;-38.0   ;S43     ;-69.8383  ;65.1508    ;
9.480     ;-38.0   ;S43     ;-69.9283  ;27.4098    ;
9.490     ;-38.0   ;S43     ;-70.1035  ;-9.82086   ;
9.500     ;-38.0   ;S43     ;-70.2332  ;-46.6343   ;
9.510     ;-38.0   ;S43     ;-70.4324  ;-83.9864   ;
9.520     ;-38.0   ;S43     ;-70.5803  ;-120.366   ;
9.530     ;-38.0   ;S43     ;-70.7514  ;-156.709   ;
9.540     ;-38.0   ;S43     ;-70.9485  ;166.861    ;
9.550     ;-38.0   ;S43     ;-71.1068  ;131.346    ;
9.560     ;-38.0   ;S43     ;-71.2129  ;95.2859    ;
9.570     ;-38.0   ;S43     ;-71.3876  ;59.8417    ;
9.580     ;-38.0   ;S43     ;-71.529   ;24.6368    ;
9.590     ;-38.0   ;S43     ;-71.5081  ;-10.3662   ;
9.600     ;-38.0   ;S43     ;-71.3922  ;-45.6602   ;
9.610     ;-38.0   ;S43     ;-71.3068  ;-80.9335   ;
9.620     ;-38.0   ;S43     ;-71.1561  ;-116.616   ;
9.630     ;-38.0   ;S43     ;-71.0347  ;-152.474   ;
9.640     ;-38.0   ;S43     ;-70.7853  ;171.637    ;
9.650     ;-38.0   ;S43     ;-70.5975  ;135.473    ;
9.660     ;-38.0   ;S43     ;-70.2504  ;99.152     ;
9.670     ;-38.0   ;S43     ;-69.9647  ;61.899     ;
9.680     ;-38.0   ;S43     ;-69.7145  ;24.1163    ;
9.690     ;-38.0   ;S43     ;-69.5528  ;-13.7814   ;
9.700     ;-38.0   ;S43     ;-69.3995  ;-51.7292   ;
9.710     ;-38.0   ;S43     ;-69.235   ;-89.7195   ;
9.720     ;-38.0   ;S43     ;-69.1089  ;-128.377   ;
9.730     ;-38.0   ;S43     ;-69.0042  ;-166.769   ;
9.740     ;-38.0   ;S43     ;-69.0309  ;154.743    ;
9.750     ;-38.0   ;S43     ;-69.016   ;115.886    ;
9.760     ;-38.0   ;S43     ;-69.0492  ;77.0294    ;
9.770     ;-38.0   ;S43     ;-69.1683  ;37.9081    ;
9.780     ;-38.0   ;S43     ;-69.2842  ;-0.898271  ;
9.790     ;-38.0   ;S43     ;-69.4987  ;-39.8898   ;
9.800     ;-38.0   ;S43     ;-69.7864  ;-78.2238   ;
9.300     ;-37.0   ;S43     ;-70.6639  ;-39.2195   ;
9.310     ;-37.0   ;S43     ;-70.7175  ;-73.6272   ;
9.320     ;-37.0   ;S43     ;-70.6827  ;-108.212   ;
9.330     ;-37.0   ;S43     ;-70.6655  ;-143.58    ;
9.340     ;-37.0   ;S43     ;-70.6209  ;-178.842   ;
9.350     ;-37.0   ;S43     ;-70.549   ;146.476    ;
9.360     ;-37.0   ;S43     ;-70.4258  ;111.449    ;
9.370     ;-37.0   ;S43     ;-70.2116  ;76.0559    ;
9.380     ;-37.0   ;S43     ;-69.9837  ;39.7534    ;
9.390     ;-37.0   ;S43     ;-69.7208  ;3.3556     ;
9.400     ;-37.0   ;S43     ;-69.5791  ;-33.9906   ;
9.410     ;-37.0   ;S43     ;-69.4549  ;-70.941    ;
9.420     ;-37.0   ;S43     ;-69.2666  ;-107.981   ;
9.430     ;-37.0   ;S43     ;-69.2396  ;-145.057   ;
9.440     ;-37.0   ;S43     ;-69.1815  ;177.348    ;
9.450     ;-37.0   ;S43     ;-69.178   ;140.005    ;
9.460     ;-37.0   ;S43     ;-69.1653  ;102.673    ;
9.470     ;-37.0   ;S43     ;-69.1983  ;65.1589    ;
9.480     ;-37.0   ;S43     ;-69.271   ;27.5723    ;
9.490     ;-37.0   ;S43     ;-69.4179  ;-9.50606   ;
9.500     ;-37.0   ;S43     ;-69.5692  ;-46.5614   ;
9.510     ;-37.0   ;S43     ;-69.6845  ;-83.4903   ;
9.520     ;-37.0   ;S43     ;-69.8268  ;-119.926   ;
9.530     ;-37.0   ;S43     ;-69.9676  ;-156.27    ;
9.540     ;-37.0   ;S43     ;-70.0984  ;167.408    ;
9.550     ;-37.0   ;S43     ;-70.2164  ;131.493    ;
9.560     ;-37.0   ;S43     ;-70.33    ;95.508     ;
9.570     ;-37.0   ;S43     ;-70.4931  ;59.9465    ;
9.580     ;-37.0   ;S43     ;-70.5675  ;24.6509    ;
9.590     ;-37.0   ;S43     ;-70.5494  ;-10.4274   ;
9.600     ;-37.0   ;S43     ;-70.4332  ;-45.6636   ;
9.610     ;-37.0   ;S43     ;-70.3256  ;-81.2384   ;
9.620     ;-37.0   ;S43     ;-70.1616  ;-117.053   ;
9.630     ;-37.0   ;S43     ;-70.0459  ;-153.018   ;
9.640     ;-37.0   ;S43     ;-69.8564  ;170.797    ;
9.650     ;-37.0   ;S43     ;-69.6676  ;134.853    ;
9.660     ;-37.0   ;S43     ;-69.3426  ;98.3841    ;
9.670     ;-37.0   ;S43     ;-69.0309  ;61.015     ;
9.680     ;-37.0   ;S43     ;-68.8169  ;23.3022    ;
9.690     ;-37.0   ;S43     ;-68.6295  ;-14.4405   ;
9.700     ;-37.0   ;S43     ;-68.4595  ;-52.4611   ;
9.710     ;-37.0   ;S43     ;-68.3312  ;-90.3611   ;
9.720     ;-37.0   ;S43     ;-68.1861  ;-128.697   ;
9.730     ;-37.0   ;S43     ;-68.1299  ;-167.244   ;
9.740     ;-37.0   ;S43     ;-68.0851  ;154.259    ;
9.750     ;-37.0   ;S43     ;-68.0695  ;115.544    ;
9.760     ;-37.0   ;S43     ;-68.1451  ;76.8106    ;
9.770     ;-37.0   ;S43     ;-68.2361  ;37.8011    ;
9.780     ;-37.0   ;S43     ;-68.3743  ;-0.850791  ;
9.790     ;-37.0   ;S43     ;-68.5759  ;-39.5382   ;
9.800     ;-37.0   ;S43     ;-68.7729  ;-77.8765   ;
9.300     ;-36.0   ;S43     ;-70.1728  ;-40.4782   ;
9.310     ;-36.0   ;S43     ;-70.257   ;-74.806    ;
9.320     ;-36.0   ;S43     ;-70.1703  ;-109.399   ;
9.330     ;-36.0   ;S43     ;-70.1464  ;-144.543   ;
9.340     ;-36.0   ;S43     ;-70.1712  ;-179.76    ;
9.350     ;-36.0   ;S43     ;-70.0883  ;145.488    ;
9.360     ;-36.0   ;S43     ;-69.9656  ;110.138    ;
9.370     ;-36.0   ;S43     ;-69.7663  ;74.8623    ;
9.380     ;-36.0   ;S43     ;-69.5349  ;38.7931    ;
9.390     ;-36.0   ;S43     ;-69.2938  ;2.36591    ;
9.400     ;-36.0   ;S43     ;-69.1514  ;-34.9655   ;
9.410     ;-36.0   ;S43     ;-69.0267  ;-71.7144   ;
9.420     ;-36.0   ;S43     ;-68.8679  ;-108.601   ;
9.430     ;-36.0   ;S43     ;-68.778   ;-145.774   ;
9.440     ;-36.0   ;S43     ;-68.7177  ;176.805    ;
9.450     ;-36.0   ;S43     ;-68.7079  ;139.509    ;
9.460     ;-36.0   ;S43     ;-68.6952  ;102.568    ;
9.470     ;-36.0   ;S43     ;-68.7143  ;65.26      ;
9.480     ;-36.0   ;S43     ;-68.7694  ;27.5733    ;
9.490     ;-36.0   ;S43     ;-68.9029  ;-9.33755   ;
9.500     ;-36.0   ;S43     ;-69.039   ;-45.9968   ;
9.510     ;-36.0   ;S43     ;-69.1188  ;-83.0898   ;
9.520     ;-36.0   ;S43     ;-69.2309  ;-119.575   ;
9.530     ;-36.0   ;S43     ;-69.3503  ;-156.048   ;
9.540     ;-36.0   ;S43     ;-69.4359  ;167.635    ;
9.550     ;-36.0   ;S43     ;-69.5871  ;131.632    ;
9.560     ;-36.0   ;S43     ;-69.6097  ;95.4711    ;
9.570     ;-36.0   ;S43     ;-69.7694  ;59.7616    ;
9.580     ;-36.0   ;S43     ;-69.812   ;24.5339    ;
9.590     ;-36.0   ;S43     ;-69.7919  ;-10.8067   ;
9.600     ;-36.0   ;S43     ;-69.706   ;-46.0902   ;
9.610     ;-36.0   ;S43     ;-69.5508  ;-81.603    ;
9.620     ;-36.0   ;S43     ;-69.3949  ;-117.485   ;
9.630     ;-36.0   ;S43     ;-69.2526  ;-153.416   ;
9.640     ;-36.0   ;S43     ;-69.0925  ;170.497    ;
9.650     ;-36.0   ;S43     ;-68.8798  ;134.172    ;
9.660     ;-36.0   ;S43     ;-68.5657  ;97.75      ;
9.670     ;-36.0   ;S43     ;-68.3148  ;60.2853    ;
9.680     ;-36.0   ;S43     ;-68.0763  ;22.5511    ;
9.690     ;-36.0   ;S43     ;-67.8867  ;-15.2398   ;
9.700     ;-36.0   ;S43     ;-67.7361  ;-53.1504   ;
9.710     ;-36.0   ;S43     ;-67.5878  ;-91.0391   ;
9.720     ;-36.0   ;S43     ;-67.4549  ;-129.28    ;
9.730     ;-36.0   ;S43     ;-67.3849  ;-167.726   ;
9.740     ;-36.0   ;S43     ;-67.3351  ;153.888    ;
9.750     ;-36.0   ;S43     ;-67.3449  ;115.304    ;
9.760     ;-36.0   ;S43     ;-67.3562  ;76.8093    ;
9.770     ;-36.0   ;S43     ;-67.4321  ;38.0539    ;
9.780     ;-36.0   ;S43     ;-67.5877  ;-0.665686  ;
9.790     ;-36.0   ;S43     ;-67.7756  ;-39.3957   ;
9.800     ;-36.0   ;S43     ;-67.9768  ;-77.6794   ;
9.300     ;-35.0   ;S43     ;-69.8011  ;-41.4513   ;
9.310     ;-35.0   ;S43     ;-69.8895  ;-75.8909   ;
9.320     ;-35.0   ;S43     ;-69.8449  ;-110.421   ;
9.330     ;-35.0   ;S43     ;-69.8381  ;-145.822   ;
9.340     ;-35.0   ;S43     ;-69.835   ;178.932    ;
9.350     ;-35.0   ;S43     ;-69.7589  ;144.13     ;
9.360     ;-35.0   ;S43     ;-69.68    ;108.973    ;
9.370     ;-35.0   ;S43     ;-69.4679  ;73.6982    ;
9.380     ;-35.0   ;S43     ;-69.2722  ;37.7268    ;
9.390     ;-35.0   ;S43     ;-69.0189  ;1.48662    ;
9.400     ;-35.0   ;S43     ;-68.8466  ;-35.7442   ;
9.410     ;-35.0   ;S43     ;-68.7191  ;-72.2658   ;
9.420     ;-35.0   ;S43     ;-68.5715  ;-109.113   ;
9.430     ;-35.0   ;S43     ;-68.4785  ;-146.045   ;
9.440     ;-35.0   ;S43     ;-68.3817  ;176.917    ;
9.450     ;-35.0   ;S43     ;-68.3756  ;139.42     ;
9.460     ;-35.0   ;S43     ;-68.371   ;102.459    ;
9.470     ;-35.0   ;S43     ;-68.3403  ;65.1204    ;
9.480     ;-35.0   ;S43     ;-68.3994  ;27.8564    ;
9.490     ;-35.0   ;S43     ;-68.5156  ;-9.21741   ;
9.500     ;-35.0   ;S43     ;-68.5799  ;-46.0989   ;
9.510     ;-35.0   ;S43     ;-68.7109  ;-82.9533   ;
9.520     ;-35.0   ;S43     ;-68.799   ;-119.228   ;
9.530     ;-35.0   ;S43     ;-68.8264  ;-155.751   ;
9.540     ;-35.0   ;S43     ;-68.9311  ;167.966    ;
9.550     ;-35.0   ;S43     ;-69.0261  ;131.777    ;
9.560     ;-35.0   ;S43     ;-69.0785  ;95.7724    ;
9.570     ;-35.0   ;S43     ;-69.1747  ;59.9444    ;
9.580     ;-35.0   ;S43     ;-69.2287  ;24.7584    ;
9.590     ;-35.0   ;S43     ;-69.1986  ;-10.798    ;
9.600     ;-35.0   ;S43     ;-69.1019  ;-46.0313   ;
9.610     ;-35.0   ;S43     ;-68.9662  ;-81.7746   ;
9.620     ;-35.0   ;S43     ;-68.7801  ;-117.796   ;
9.630     ;-35.0   ;S43     ;-68.6701  ;-153.844   ;
9.640     ;-35.0   ;S43     ;-68.4608  ;169.957    ;
9.650     ;-35.0   ;S43     ;-68.2808  ;133.519    ;
9.660     ;-35.0   ;S43     ;-67.9653  ;96.8421    ;
9.670     ;-35.0   ;S43     ;-67.7011  ;59.5909    ;
9.680     ;-35.0   ;S43     ;-67.497   ;22.0007    ;
9.690     ;-35.0   ;S43     ;-67.3124  ;-15.6896   ;
9.700     ;-35.0   ;S43     ;-67.1335  ;-53.5067   ;
9.710     ;-35.0   ;S43     ;-66.9879  ;-91.1335   ;
9.720     ;-35.0   ;S43     ;-66.8652  ;-129.583   ;
9.730     ;-35.0   ;S43     ;-66.7862  ;-167.885   ;
9.740     ;-35.0   ;S43     ;-66.7423  ;153.761    ;
9.750     ;-35.0   ;S43     ;-66.7276  ;115.281    ;
9.760     ;-35.0   ;S43     ;-66.7552  ;76.3891    ;
9.770     ;-35.0   ;S43     ;-66.8356  ;37.7176    ;
9.780     ;-35.0   ;S43     ;-66.9669  ;-0.597526  ;
9.790     ;-35.0   ;S43     ;-67.1199  ;-39.3507   ;
9.800     ;-35.0   ;S43     ;-67.2952  ;-77.4473   ;
9.300     ;-34.0   ;S43     ;-69.6263  ;-42.9314   ;
9.310     ;-34.0   ;S43     ;-69.6843  ;-77.2203   ;
9.320     ;-34.0   ;S43     ;-69.6635  ;-111.878   ;
9.330     ;-34.0   ;S43     ;-69.6571  ;-147.11    ;
9.340     ;-34.0   ;S43     ;-69.6588  ;177.974    ;
9.350     ;-34.0   ;S43     ;-69.6033  ;142.986    ;
9.360     ;-34.0   ;S43     ;-69.5109  ;107.785    ;
9.370     ;-34.0   ;S43     ;-69.3136  ;72.8036    ;
9.380     ;-34.0   ;S43     ;-69.1188  ;36.6692    ;
9.390     ;-34.0   ;S43     ;-68.8582  ;0.741143   ;
9.400     ;-34.0   ;S43     ;-68.6808  ;-36.4731   ;
9.410     ;-34.0   ;S43     ;-68.5638  ;-72.8678   ;
9.420     ;-34.0   ;S43     ;-68.4191  ;-109.662   ;
9.430     ;-34.0   ;S43     ;-68.3046  ;-146.482   ;
9.440     ;-34.0   ;S43     ;-68.2311  ;176.438    ;
9.450     ;-34.0   ;S43     ;-68.2004  ;139.214    ;
9.460     ;-34.0   ;S43     ;-68.1978  ;102.33     ;
9.470     ;-34.0   ;S43     ;-68.1704  ;65.068     ;
9.480     ;-34.0   ;S43     ;-68.1971  ;27.8303    ;
9.490     ;-34.0   ;S43     ;-68.2728  ;-9.14583   ;
9.500     ;-34.0   ;S43     ;-68.3483  ;-45.9193   ;
9.510     ;-34.0   ;S43     ;-68.3892  ;-82.6486   ;
9.520     ;-34.0   ;S43     ;-68.4762  ;-118.983   ;
9.530     ;-34.0   ;S43     ;-68.5139  ;-155.462   ;
9.540     ;-34.0   ;S43     ;-68.6149  ;168.379    ;
9.550     ;-34.0   ;S43     ;-68.677   ;132.068    ;
9.560     ;-34.0   ;S43     ;-68.6996  ;95.9723    ;
9.570     ;-34.0   ;S43     ;-68.8113  ;60.1112    ;
9.580     ;-34.0   ;S43     ;-68.8054  ;24.7065    ;
9.590     ;-34.0   ;S43     ;-68.7522  ;-10.6979   ;
9.600     ;-34.0   ;S43     ;-68.6568  ;-46.1046   ;
9.610     ;-34.0   ;S43     ;-68.5211  ;-81.9684   ;
9.620     ;-34.0   ;S43     ;-68.3339  ;-118.186   ;
9.630     ;-34.0   ;S43     ;-68.2378  ;-154.111   ;
9.640     ;-34.0   ;S43     ;-68.0458  ;169.61     ;
9.650     ;-34.0   ;S43     ;-67.8594  ;133.304    ;
9.660     ;-34.0   ;S43     ;-67.5249  ;96.6246    ;
9.670     ;-34.0   ;S43     ;-67.2881  ;59.245     ;
9.680     ;-34.0   ;S43     ;-67.0582  ;21.7045    ;
9.690     ;-34.0   ;S43     ;-66.8725  ;-16.0974   ;
9.700     ;-34.0   ;S43     ;-66.6913  ;-53.7951   ;
9.710     ;-34.0   ;S43     ;-66.5445  ;-91.6812   ;
9.720     ;-34.0   ;S43     ;-66.4444  ;-129.904   ;
9.730     ;-34.0   ;S43     ;-66.3472  ;-168.167   ;
9.740     ;-34.0   ;S43     ;-66.3036  ;153.627    ;
9.750     ;-34.0   ;S43     ;-66.2995  ;115.084    ;
9.760     ;-34.0   ;S43     ;-66.2869  ;76.3864    ;
9.770     ;-34.0   ;S43     ;-66.383   ;37.7647    ;
9.780     ;-34.0   ;S43     ;-66.4963  ;-0.563923  ;
9.790     ;-34.0   ;S43     ;-66.6609  ;-39.155    ;
9.800     ;-34.0   ;S43     ;-66.8422  ;-77.2479   ;
9.300     ;-33.0   ;S43     ;-69.5975  ;-44.3983   ;
9.310     ;-33.0   ;S43     ;-69.6746  ;-78.7578   ;
9.320     ;-33.0   ;S43     ;-69.6379  ;-113.351   ;
9.330     ;-33.0   ;S43     ;-69.6434  ;-148.435   ;
