Frequency ;Azimuth ;S-param ;Amplitude ;Phase      ;
9.340     ;-33.0   ;S43     ;-69.6546  ;176.505    ;
9.350     ;-33.0   ;S43     ;-69.6291  ;141.833    ;
9.360     ;-33.0   ;S43     ;-69.5213  ;106.909    ;
9.370     ;-33.0   ;S43     ;-69.3445  ;71.9461    ;
9.380     ;-33.0   ;S43     ;-69.1189  ;36.0995    ;
9.390     ;-33.0   ;S43     ;-68.8662  ;0.127428   ;
9.400     ;-33.0   ;S43     ;-68.6824  ;-36.9075   ;
9.410     ;-33.0   ;S43     ;-68.5666  ;-73.4901   ;
9.420     ;-33.0   ;S43     ;-68.3846  ;-110.199   ;
9.430     ;-33.0   ;S43     ;-68.2746  ;-147.043   ;
9.440     ;-33.0   ;S43     ;-68.1988  ;175.881    ;
9.450     ;-33.0   ;S43     ;-68.1676  ;138.761    ;
9.460     ;-33.0   ;S43     ;-68.1367  ;102.024    ;
9.470     ;-33.0   ;S43     ;-68.0885  ;65.0829    ;
9.480     ;-33.0   ;S43     ;-68.1012  ;27.7751    ;
9.490     ;-33.0   ;S43     ;-68.1712  ;-8.95653   ;
9.500     ;-33.0   ;S43     ;-68.25    ;-45.5079   ;
9.510     ;-33.0   ;S43     ;-68.2866  ;-82.2551   ;
9.520     ;-33.0   ;S43     ;-68.3329  ;-118.773   ;
9.530     ;-33.0   ;S43     ;-68.3681  ;-154.738   ;
9.540     ;-33.0   ;S43     ;-68.404   ;168.61     ;
9.550     ;-33.0   ;S43     ;-68.4786  ;132.517    ;
9.560     ;-33.0   ;S43     ;-68.4709  ;96.1708    ;
9.570     ;-33.0   ;S43     ;-68.5875  ;60.3116    ;
9.580     ;-33.0   ;S43     ;-68.5506  ;24.5877    ;
9.590     ;-33.0   ;S43     ;-68.5193  ;-10.7193   ;
9.600     ;-33.0   ;S43     ;-68.3818  ;-46.3259   ;
9.610     ;-33.0   ;S43     ;-68.2468  ;-81.8723   ;
9.620     ;-33.0   ;S43     ;-68.0707  ;-118.18    ;
9.630     ;-33.0   ;S43     ;-67.9011  ;-154.159   ;
9.640     ;-33.0   ;S43     ;-67.7235  ;169.658    ;
9.650     ;-33.0   ;S43     ;-67.5413  ;133.063    ;
9.660     ;-33.0   ;S43     ;-67.2306  ;96.5491    ;
9.670     ;-33.0   ;S43     ;-67.0062  ;59.3025    ;
9.680     ;-33.0   ;S43     ;-66.7807  ;21.583     ;
9.690     ;-33.0   ;S43     ;-66.5813  ;-16.0232   ;
9.700     ;-33.0   ;S43     ;-66.3956  ;-54.1325   ;
9.710     ;-33.0   ;S43     ;-66.2442  ;-91.9079   ;
9.720     ;-33.0   ;S43     ;-66.1179  ;-130.146   ;
9.730     ;-33.0   ;S43     ;-66.0273  ;-168.416   ;
9.740     ;-33.0   ;S43     ;-65.9988  ;153.427    ;
9.750     ;-33.0   ;S43     ;-65.9787  ;114.984    ;
9.760     ;-33.0   ;S43     ;-65.9896  ;76.4535    ;
9.770     ;-33.0   ;S43     ;-66.0611  ;37.9901    ;
9.780     ;-33.0   ;S43     ;-66.178   ;-0.407999  ;
9.790     ;-33.0   ;S43     ;-66.3297  ;-38.8097   ;
9.800     ;-33.0   ;S43     ;-66.4841  ;-76.7336   ;
9.300     ;-32.0   ;S43     ;-69.7135  ;-45.8928   ;
9.310     ;-32.0   ;S43     ;-69.8212  ;-80.0454   ;
9.320     ;-32.0   ;S43     ;-69.8195  ;-114.586   ;
9.330     ;-32.0   ;S43     ;-69.7631  ;-149.658   ;
9.340     ;-32.0   ;S43     ;-69.8221  ;175.309    ;
9.350     ;-32.0   ;S43     ;-69.7619  ;140.54     ;
9.360     ;-32.0   ;S43     ;-69.6948  ;105.554    ;
9.370     ;-32.0   ;S43     ;-69.5069  ;70.7615    ;
9.380     ;-32.0   ;S43     ;-69.3075  ;35.0435    ;
9.390     ;-32.0   ;S43     ;-69.0537  ;-0.606051  ;
9.400     ;-32.0   ;S43     ;-68.8728  ;-37.429    ;
9.410     ;-32.0   ;S43     ;-68.7125  ;-73.9354   ;
9.420     ;-32.0   ;S43     ;-68.5453  ;-110.449   ;
9.430     ;-32.0   ;S43     ;-68.4435  ;-147.172   ;
9.440     ;-32.0   ;S43     ;-68.3326  ;175.849    ;
9.450     ;-32.0   ;S43     ;-68.2837  ;138.966    ;
9.460     ;-32.0   ;S43     ;-68.2386  ;102.269    ;
9.470     ;-32.0   ;S43     ;-68.1733  ;65.2638    ;
9.480     ;-32.0   ;S43     ;-68.1846  ;28.014     ;
9.490     ;-32.0   ;S43     ;-68.2468  ;-8.76398   ;
9.500     ;-32.0   ;S43     ;-68.3099  ;-45.2965   ;
9.510     ;-32.0   ;S43     ;-68.3297  ;-81.9733   ;
9.520     ;-32.0   ;S43     ;-68.3526  ;-118.325   ;
9.530     ;-32.0   ;S43     ;-68.3799  ;-154.635   ;
9.540     ;-32.0   ;S43     ;-68.3746  ;168.985    ;
9.550     ;-32.0   ;S43     ;-68.4429  ;132.726    ;
9.560     ;-32.0   ;S43     ;-68.425   ;96.6696    ;
9.570     ;-32.0   ;S43     ;-68.5108  ;60.9488    ;
9.580     ;-32.0   ;S43     ;-68.4707  ;25.2813    ;
9.590     ;-32.0   ;S43     ;-68.4123  ;-10.2256   ;
9.600     ;-32.0   ;S43     ;-68.2622  ;-45.8296   ;
9.610     ;-32.0   ;S43     ;-68.1053  ;-81.6577   ;
9.620     ;-32.0   ;S43     ;-67.918   ;-117.843   ;
9.630     ;-32.0   ;S43     ;-67.7959  ;-154.039   ;
9.640     ;-32.0   ;S43     ;-67.5961  ;169.685    ;
9.650     ;-32.0   ;S43     ;-67.3642  ;133.238    ;
9.660     ;-32.0   ;S43     ;-67.0766  ;96.6175    ;
9.670     ;-32.0   ;S43     ;-66.848   ;59.1283    ;
9.680     ;-32.0   ;S43     ;-66.5971  ;21.637     ;
9.690     ;-32.0   ;S43     ;-66.396   ;-16.0775   ;
9.700     ;-32.0   ;S43     ;-66.2202  ;-53.852    ;
9.710     ;-32.0   ;S43     ;-66.1081  ;-91.7063   ;
9.720     ;-32.0   ;S43     ;-65.968   ;-130.003   ;
9.730     ;-32.0   ;S43     ;-65.8613  ;-168.039   ;
9.740     ;-32.0   ;S43     ;-65.8284  ;153.623    ;
9.750     ;-32.0   ;S43     ;-65.8247  ;115.371    ;
9.760     ;-32.0   ;S43     ;-65.8082  ;76.7494    ;
9.770     ;-32.0   ;S43     ;-65.8907  ;38.2081    ;
9.780     ;-32.0   ;S43     ;-65.9951  ;-0.159839  ;
9.790     ;-32.0   ;S43     ;-66.1133  ;-38.5463   ;
9.800     ;-32.0   ;S43     ;-66.274   ;-76.4775   ;
9.300     ;-31.0   ;S43     ;-70.054   ;-47.48     ;
9.310     ;-31.0   ;S43     ;-70.1596  ;-81.7316   ;
9.320     ;-31.0   ;S43     ;-70.1308  ;-116.5     ;
9.330     ;-31.0   ;S43     ;-70.1692  ;-151.278   ;
9.340     ;-31.0   ;S43     ;-70.1858  ;173.968    ;
9.350     ;-31.0   ;S43     ;-70.158   ;139.539    ;
9.360     ;-31.0   ;S43     ;-70.0691  ;104.624    ;
9.370     ;-31.0   ;S43     ;-69.8969  ;70.1278    ;
9.380     ;-31.0   ;S43     ;-69.6873  ;34.3851    ;
9.390     ;-31.0   ;S43     ;-69.4154  ;-1.17859   ;
9.400     ;-31.0   ;S43     ;-69.2095  ;-38.0104   ;
9.410     ;-31.0   ;S43     ;-69.0618  ;-74.1909   ;
9.420     ;-31.0   ;S43     ;-68.863   ;-110.748   ;
9.430     ;-31.0   ;S43     ;-68.8072  ;-147.28    ;
9.440     ;-31.0   ;S43     ;-68.6768  ;175.832    ;
9.450     ;-31.0   ;S43     ;-68.5766  ;138.933    ;
9.460     ;-31.0   ;S43     ;-68.5504  ;102.294    ;
9.470     ;-31.0   ;S43     ;-68.4816  ;65.1924    ;
9.480     ;-31.0   ;S43     ;-68.47    ;28.2555    ;
9.490     ;-31.0   ;S43     ;-68.5014  ;-8.30698   ;
9.500     ;-31.0   ;S43     ;-68.5612  ;-44.7568   ;
9.510     ;-31.0   ;S43     ;-68.5312  ;-81.5025   ;
9.520     ;-31.0   ;S43     ;-68.5416  ;-117.679   ;
9.530     ;-31.0   ;S43     ;-68.5617  ;-153.861   ;
9.540     ;-31.0   ;S43     ;-68.5415  ;169.727    ;
9.550     ;-31.0   ;S43     ;-68.5522  ;133.74     ;
9.560     ;-31.0   ;S43     ;-68.5424  ;97.3153    ;
9.570     ;-31.0   ;S43     ;-68.6279  ;61.4301    ;
9.580     ;-31.0   ;S43     ;-68.5828  ;26.0227    ;
9.590     ;-31.0   ;S43     ;-68.4883  ;-9.3685    ;
9.600     ;-31.0   ;S43     ;-68.3204  ;-44.9984   ;
9.610     ;-31.0   ;S43     ;-68.1512  ;-81.0261   ;
9.620     ;-31.0   ;S43     ;-67.9613  ;-117.362   ;
9.630     ;-31.0   ;S43     ;-67.8076  ;-153.506   ;
9.640     ;-31.0   ;S43     ;-67.5695  ;170.231    ;
9.650     ;-31.0   ;S43     ;-67.3748  ;133.739    ;
9.660     ;-31.0   ;S43     ;-67.0804  ;97.1245    ;
9.670     ;-31.0   ;S43     ;-66.818   ;59.6892    ;
9.680     ;-31.0   ;S43     ;-66.5592  ;22.0544    ;
9.690     ;-31.0   ;S43     ;-66.395   ;-15.6679   ;
9.700     ;-31.0   ;S43     ;-66.2043  ;-53.4094   ;
9.710     ;-31.0   ;S43     ;-66.04    ;-91.3471   ;
9.720     ;-31.0   ;S43     ;-65.9266  ;-129.568   ;
9.730     ;-31.0   ;S43     ;-65.8424  ;-167.726   ;
9.740     ;-31.0   ;S43     ;-65.8038  ;153.882    ;
9.750     ;-31.0   ;S43     ;-65.7546  ;115.691    ;
9.760     ;-31.0   ;S43     ;-65.7687  ;77.1224    ;
9.770     ;-31.0   ;S43     ;-65.8292  ;38.805     ;
9.780     ;-31.0   ;S43     ;-65.9196  ;0.437975   ;
9.790     ;-31.0   ;S43     ;-66.0642  ;-37.7154   ;
9.800     ;-31.0   ;S43     ;-66.1808  ;-75.5343   ;
9.300     ;-30.0   ;S43     ;-70.6046  ;-49.9529   ;
9.310     ;-30.0   ;S43     ;-70.7062  ;-83.8564   ;
9.320     ;-30.0   ;S43     ;-70.7275  ;-118.285   ;
9.330     ;-30.0   ;S43     ;-70.7532  ;-153.108   ;
9.340     ;-30.0   ;S43     ;-70.8344  ;172.236    ;
9.350     ;-30.0   ;S43     ;-70.7944  ;137.943    ;
9.360     ;-30.0   ;S43     ;-70.705   ;103.493    ;
9.370     ;-30.0   ;S43     ;-70.518   ;69.0325    ;
9.380     ;-30.0   ;S43     ;-70.3142  ;33.7018    ;
9.390     ;-30.0   ;S43     ;-70.0547  ;-1.38443   ;
9.400     ;-30.0   ;S43     ;-69.8116  ;-38.0312   ;
9.410     ;-30.0   ;S43     ;-69.6265  ;-74.1508   ;
9.420     ;-30.0   ;S43     ;-69.4705  ;-110.654   ;
9.430     ;-30.0   ;S43     ;-69.3275  ;-146.984   ;
9.440     ;-30.0   ;S43     ;-69.2297  ;176.168    ;
9.450     ;-30.0   ;S43     ;-69.1219  ;139.243    ;
9.460     ;-30.0   ;S43     ;-69.0583  ;102.545    ;
9.470     ;-30.0   ;S43     ;-68.9507  ;65.8825    ;
9.480     ;-30.0   ;S43     ;-68.9484  ;28.7768    ;
9.490     ;-30.0   ;S43     ;-68.9795  ;-7.6922    ;
9.500     ;-30.0   ;S43     ;-69.0057  ;-44.197    ;
9.510     ;-30.0   ;S43     ;-68.945   ;-80.7594   ;
9.520     ;-30.0   ;S43     ;-68.9231  ;-116.864   ;
9.530     ;-30.0   ;S43     ;-68.9389  ;-152.928   ;
9.540     ;-30.0   ;S43     ;-68.9     ;170.815    ;
9.550     ;-30.0   ;S43     ;-68.9241  ;134.92     ;
9.560     ;-30.0   ;S43     ;-68.8752  ;98.6522    ;
9.570     ;-30.0   ;S43     ;-68.9414  ;62.9222    ;
9.580     ;-30.0   ;S43     ;-68.8581  ;27.3755    ;
9.590     ;-30.0   ;S43     ;-68.7294  ;-8.04085   ;
9.600     ;-30.0   ;S43     ;-68.574   ;-43.8149   ;
9.610     ;-30.0   ;S43     ;-68.3796  ;-79.825    ;
9.620     ;-30.0   ;S43     ;-68.1722  ;-116.225   ;
9.630     ;-30.0   ;S43     ;-68.0029  ;-152.58    ;
9.640     ;-30.0   ;S43     ;-67.7768  ;171.101    ;
9.650     ;-30.0   ;S43     ;-67.5388  ;134.439    ;
9.660     ;-30.0   ;S43     ;-67.238   ;97.9256    ;
9.670     ;-30.0   ;S43     ;-66.9726  ;60.4046    ;
9.680     ;-30.0   ;S43     ;-66.7142  ;22.9125    ;
9.690     ;-30.0   ;S43     ;-66.5311  ;-14.6375   ;
9.700     ;-30.0   ;S43     ;-66.3352  ;-52.3524   ;
9.710     ;-30.0   ;S43     ;-66.1754  ;-90.42     ;
9.720     ;-30.0   ;S43     ;-66.0427  ;-128.707   ;
9.730     ;-30.0   ;S43     ;-65.9707  ;-166.838   ;
9.740     ;-30.0   ;S43     ;-65.8905  ;154.678    ;
9.750     ;-30.0   ;S43     ;-65.8816  ;116.457    ;
9.760     ;-30.0   ;S43     ;-65.875   ;77.7417    ;
9.770     ;-30.0   ;S43     ;-65.9149  ;39.3862    ;
9.780     ;-30.0   ;S43     ;-66.0366  ;1.16993    ;
9.790     ;-30.0   ;S43     ;-66.1287  ;-36.9684   ;
9.800     ;-30.0   ;S43     ;-66.2575  ;-74.7298   ;
9.300     ;-29.0   ;S43     ;-71.4044  ;-52.8905   ;
9.310     ;-29.0   ;S43     ;-71.5831  ;-86.7648   ;
9.320     ;-29.0   ;S43     ;-71.6293  ;-120.888   ;
9.330     ;-29.0   ;S43     ;-71.693   ;-155.005   ;
9.340     ;-29.0   ;S43     ;-71.7701  ;170.413    ;
9.350     ;-29.0   ;S43     ;-71.7612  ;136.526    ;
9.360     ;-29.0   ;S43     ;-71.6717  ;102.371    ;
9.370     ;-29.0   ;S43     ;-71.518   ;68.3334    ;
9.380     ;-29.0   ;S43     ;-71.2691  ;33.1328    ;
9.390     ;-29.0   ;S43     ;-70.9466  ;-1.88152   ;
9.400     ;-29.0   ;S43     ;-70.6924  ;-38.4365   ;
9.410     ;-29.0   ;S43     ;-70.4845  ;-74.315    ;
9.420     ;-29.0   ;S43     ;-70.3272  ;-110.639   ;
9.430     ;-29.0   ;S43     ;-70.1861  ;-146.937   ;
9.440     ;-29.0   ;S43     ;-70.0529  ;176.591    ;
9.450     ;-29.0   ;S43     ;-69.9203  ;139.988    ;
9.460     ;-29.0   ;S43     ;-69.847   ;103.692    ;
9.470     ;-29.0   ;S43     ;-69.7269  ;66.86      ;
9.480     ;-29.0   ;S43     ;-69.7054  ;29.9106    ;
9.490     ;-29.0   ;S43     ;-69.7238  ;-6.09426   ;
9.500     ;-29.0   ;S43     ;-69.6505  ;-42.6964   ;
9.510     ;-29.0   ;S43     ;-69.6314  ;-79.115    ;
9.520     ;-29.0   ;S43     ;-69.6064  ;-115.082   ;
9.530     ;-29.0   ;S43     ;-69.5886  ;-151.409   ;
9.540     ;-29.0   ;S43     ;-69.5379  ;172.45     ;
9.550     ;-29.0   ;S43     ;-69.5208  ;136.388    ;
9.560     ;-29.0   ;S43     ;-69.4403  ;100.103    ;
9.570     ;-29.0   ;S43     ;-69.4534  ;64.3949    ;
9.580     ;-29.0   ;S43     ;-69.354   ;29.0927    ;
9.590     ;-29.0   ;S43     ;-69.2259  ;-6.11299   ;
9.600     ;-29.0   ;S43     ;-69.0176  ;-42.0932   ;
9.610     ;-29.0   ;S43     ;-68.7798  ;-77.925    ;
9.620     ;-29.0   ;S43     ;-68.5888  ;-114.219   ;
9.630     ;-29.0   ;S43     ;-68.3668  ;-150.47    ;
9.640     ;-29.0   ;S43     ;-68.1063  ;173.016    ;
9.650     ;-29.0   ;S43     ;-67.8787  ;136.42     ;
9.660     ;-29.0   ;S43     ;-67.5521  ;99.4985    ;
9.670     ;-29.0   ;S43     ;-67.2841  ;62.012     ;
9.680     ;-29.0   ;S43     ;-67.0421  ;24.5228    ;
9.690     ;-29.0   ;S43     ;-66.7989  ;-13.4322   ;
9.700     ;-29.0   ;S43     ;-66.5921  ;-51.2316   ;
9.710     ;-29.0   ;S43     ;-66.4648  ;-89.252    ;
9.720     ;-29.0   ;S43     ;-66.3148  ;-127.645   ;
9.730     ;-29.0   ;S43     ;-66.2272  ;-165.607   ;
9.740     ;-29.0   ;S43     ;-66.1829  ;156.058    ;
9.750     ;-29.0   ;S43     ;-66.1357  ;117.924    ;
9.760     ;-29.0   ;S43     ;-66.138   ;79.4316    ;
9.770     ;-29.0   ;S43     ;-66.1963  ;41.0535    ;
9.780     ;-29.0   ;S43     ;-66.2769  ;2.86265    ;
9.790     ;-29.0   ;S43     ;-66.3872  ;-35.3394   ;
9.800     ;-29.0   ;S43     ;-66.5116  ;-73.1482   ;
9.300     ;-28.0   ;S43     ;-72.592   ;-56.7414   ;
9.310     ;-28.0   ;S43     ;-72.8508  ;-90.3724   ;
9.320     ;-28.0   ;S43     ;-72.9773  ;-124.296   ;
9.330     ;-28.0   ;S43     ;-73.0584  ;-157.945   ;
9.340     ;-28.0   ;S43     ;-73.2265  ;168.098    ;
9.350     ;-28.0   ;S43     ;-73.2076  ;134.841    ;
9.360     ;-28.0   ;S43     ;-73.1061  ;101.019    ;
9.370     ;-28.0   ;S43     ;-72.9324  ;67.3799    ;
9.380     ;-28.0   ;S43     ;-72.6432  ;33.0082    ;
9.390     ;-28.0   ;S43     ;-72.2982  ;-1.74081   ;
9.400     ;-28.0   ;S43     ;-71.9834  ;-38.2697   ;
9.410     ;-28.0   ;S43     ;-71.7596  ;-73.8944   ;
9.420     ;-28.0   ;S43     ;-71.6173  ;-110.112   ;
9.430     ;-28.0   ;S43     ;-71.4228  ;-145.911   ;
9.440     ;-28.0   ;S43     ;-71.2576  ;178.025    ;
9.450     ;-28.0   ;S43     ;-71.1044  ;141.403    ;
9.460     ;-28.0   ;S43     ;-70.9891  ;105.047    ;
9.470     ;-28.0   ;S43     ;-70.8805  ;68.5938    ;
9.480     ;-28.0   ;S43     ;-70.815   ;31.7926    ;
9.490     ;-28.0   ;S43     ;-70.8009  ;-4.23024   ;
9.500     ;-28.0   ;S43     ;-70.6864  ;-40.5929   ;
9.510     ;-28.0   ;S43     ;-70.623   ;-76.9514   ;
9.520     ;-28.0   ;S43     ;-70.5989  ;-112.883   ;
9.530     ;-28.0   ;S43     ;-70.5517  ;-148.913   ;
9.540     ;-28.0   ;S43     ;-70.4147  ;174.93     ;
9.550     ;-28.0   ;S43     ;-70.3814  ;138.829    ;
9.560     ;-28.0   ;S43     ;-70.2941  ;102.951    ;
9.570     ;-28.0   ;S43     ;-70.3384  ;67.5527    ;
9.580     ;-28.0   ;S43     ;-70.1626  ;32.1797    ;
9.590     ;-28.0   ;S43     ;-69.9457  ;-3.25865   ;
9.600     ;-28.0   ;S43     ;-69.7057  ;-39.0077   ;
9.610     ;-28.0   ;S43     ;-69.4597  ;-75.0937   ;
9.620     ;-28.0   ;S43     ;-69.1784  ;-111.473   ;
9.630     ;-28.0   ;S43     ;-68.9543  ;-147.711   ;
9.640     ;-28.0   ;S43     ;-68.6957  ;175.926    ;
9.650     ;-28.0   ;S43     ;-68.4102  ;138.864    ;
9.660     ;-28.0   ;S43     ;-68.0809  ;102.17     ;
9.670     ;-28.0   ;S43     ;-67.7919  ;64.5932    ;
9.680     ;-28.0   ;S43     ;-67.507   ;26.7154    ;
9.690     ;-28.0   ;S43     ;-67.2975  ;-11.3517   ;
9.700     ;-28.0   ;S43     ;-67.0614  ;-49.1167   ;
9.710     ;-28.0   ;S43     ;-66.9251  ;-87.2659   ;
9.720     ;-28.0   ;S43     ;-66.7678  ;-125.532   ;
9.730     ;-28.0   ;S43     ;-66.6809  ;-163.594   ;
9.740     ;-28.0   ;S43     ;-66.6182  ;158.029    ;
9.750     ;-28.0   ;S43     ;-66.5727  ;119.982    ;
9.760     ;-28.0   ;S43     ;-66.5523  ;81.3804    ;
9.770     ;-28.0   ;S43     ;-66.5783  ;42.9028    ;
9.780     ;-28.0   ;S43     ;-66.6949  ;4.69594    ;
9.790     ;-28.0   ;S43     ;-66.81    ;-33.4444   ;
9.800     ;-28.0   ;S43     ;-66.8956  ;-71.2047   ;
9.300     ;-27.0   ;S43     ;-74.2882  ;-63.3094   ;
9.310     ;-27.0   ;S43     ;-74.6239  ;-95.7747   ;
9.320     ;-27.0   ;S43     ;-74.9033  ;-129.673   ;
9.330     ;-27.0   ;S43     ;-75.0232  ;-162.474   ;
9.340     ;-27.0   ;S43     ;-75.311   ;164.456    ;
9.350     ;-27.0   ;S43     ;-75.3251  ;132.305    ;
9.360     ;-27.0   ;S43     ;-75.2554  ;99.1901    ;
9.370     ;-27.0   ;S43     ;-75.0749  ;66.9346    ;
9.380     ;-27.0   ;S43     ;-74.7472  ;33.0418    ;
9.390     ;-27.0   ;S43     ;-74.3682  ;-0.675145  ;
9.400     ;-27.0   ;S43     ;-73.9507  ;-36.8387   ;
9.410     ;-27.0   ;S43     ;-73.6615  ;-72.338    ;
9.420     ;-27.0   ;S43     ;-73.4265  ;-107.994   ;
9.430     ;-27.0   ;S43     ;-73.1722  ;-143.275   ;
9.440     ;-27.0   ;S43     ;-73.0012  ;-179.442   ;
9.450     ;-27.0   ;S43     ;-72.7751  ;143.975    ;
9.460     ;-27.0   ;S43     ;-72.6177  ;108.122    ;
9.470     ;-27.0   ;S43     ;-72.4491  ;71.5332    ;
9.480     ;-27.0   ;S43     ;-72.3799  ;35.1978    ;
9.490     ;-27.0   ;S43     ;-72.2473  ;-0.712482  ;
9.500     ;-27.0   ;S43     ;-72.1471  ;-37.0668   ;
9.510     ;-27.0   ;S43     ;-72.0542  ;-73.1048   ;
9.520     ;-27.0   ;S43     ;-71.9238  ;-109.114   ;
9.530     ;-27.0   ;S43     ;-71.8685  ;-144.695   ;
9.540     ;-27.0   ;S43     ;-71.7061  ;179.271    ;
9.550     ;-27.0   ;S43     ;-71.6343  ;143.208    ;
9.560     ;-27.0   ;S43     ;-71.5092  ;107.458    ;
9.570     ;-27.0   ;S43     ;-71.4642  ;71.921     ;
9.580     ;-27.0   ;S43     ;-71.2375  ;36.6096    ;
9.590     ;-27.0   ;S43     ;-70.9712  ;1.47306    ;
9.600     ;-27.0   ;S43     ;-70.6441  ;-34.3199   ;
9.610     ;-27.0   ;S43     ;-70.3377  ;-70.5648   ;
9.620     ;-27.0   ;S43     ;-70.0304  ;-107.013   ;
9.630     ;-27.0   ;S43     ;-69.7691  ;-143.474   ;
9.640     ;-27.0   ;S43     ;-69.4711  ;179.76     ;
9.650     ;-27.0   ;S43     ;-69.1429  ;142.911    ;
9.660     ;-27.0   ;S43     ;-68.7971  ;105.887    ;
9.670     ;-27.0   ;S43     ;-68.4613  ;68.1324    ;
9.680     ;-27.0   ;S43     ;-68.162   ;30.242     ;
9.690     ;-27.0   ;S43     ;-67.9468  ;-7.76994   ;
9.700     ;-27.0   ;S43     ;-67.7118  ;-45.9544   ;
9.710     ;-27.0   ;S43     ;-67.5472  ;-84.0716   ;
9.720     ;-27.0   ;S43     ;-67.3988  ;-122.532   ;
9.730     ;-27.0   ;S43     ;-67.3097  ;-160.774   ;
9.740     ;-27.0   ;S43     ;-67.2287  ;160.89     ;
9.750     ;-27.0   ;S43     ;-67.1558  ;122.647    ;
9.760     ;-27.0   ;S43     ;-67.1552  ;84.1073    ;
9.770     ;-27.0   ;S43     ;-67.1939  ;45.7743    ;
9.780     ;-27.0   ;S43     ;-67.2936  ;7.51393    ;
9.790     ;-27.0   ;S43     ;-67.3866  ;-30.4843   ;
9.800     ;-27.0   ;S43     ;-67.488   ;-68.1452   ;
9.300     ;-26.0   ;S43     ;-76.6626  ;-74.3048   ;
9.310     ;-26.0   ;S43     ;-77.3125  ;-106.981   ;
9.320     ;-26.0   ;S43     ;-77.7751  ;-139.482   ;
9.330     ;-26.0   ;S43     ;-78.2281  ;-170.938   ;
9.340     ;-26.0   ;S43     ;-78.6878  ;157.659    ;
9.350     ;-26.0   ;S43     ;-78.8403  ;127.279    ;
9.360     ;-26.0   ;S43     ;-78.8087  ;96.4819    ;
9.370     ;-26.0   ;S43     ;-78.5996  ;66.2524    ;
9.380     ;-26.0   ;S43     ;-78.1441  ;33.8858    ;
9.390     ;-26.0   ;S43     ;-77.5496  ;1.71159    ;
9.400     ;-26.0   ;S43     ;-76.995   ;-34.0433   ;
9.410     ;-26.0   ;S43     ;-76.6043  ;-68.4632   ;
9.420     ;-26.0   ;S43     ;-76.2448  ;-103.413   ;
9.430     ;-26.0   ;S43     ;-75.9261  ;-138.482   ;
9.440     ;-26.0   ;S43     ;-75.5668  ;-174.087   ;
9.450     ;-26.0   ;S43     ;-75.2392  ;149.128    ;
9.460     ;-26.0   ;S43     ;-75.0052  ;113.841    ;
9.470     ;-26.0   ;S43     ;-74.817   ;77.9707    ;
9.480     ;-26.0   ;S43     ;-74.6068  ;41.4922    ;
9.490     ;-26.0   ;S43     ;-74.4521  ;6.18311    ;
9.500     ;-26.0   ;S43     ;-74.2269  ;-30.1167   ;
9.510     ;-26.0   ;S43     ;-74.0476  ;-66.1334   ;
9.520     ;-26.0   ;S43     ;-73.8408  ;-101.642   ;
9.530     ;-26.0   ;S43     ;-73.7106  ;-137.62    ;
9.540     ;-26.0   ;S43     ;-73.487   ;-173.466   ;
9.550     ;-26.0   ;S43     ;-73.3726  ;150.781    ;
9.560     ;-26.0   ;S43     ;-73.0865  ;114.936    ;
9.570     ;-26.0   ;S43     ;-72.9711  ;79.3795    ;
9.580     ;-26.0   ;S43     ;-72.6504  ;44.8943    ;
9.590     ;-26.0   ;S43     ;-72.2781  ;9.42428    ;
9.600     ;-26.0   ;S43     ;-71.8485  ;-26.9299   ;
9.610     ;-26.0   ;S43     ;-71.5213  ;-63.3384   ;
9.620     ;-26.0   ;S43     ;-71.1802  ;-100.22    ;
9.630     ;-26.0   ;S43     ;-70.8211  ;-136.65    ;
9.640     ;-26.0   ;S43     ;-70.4432  ;-173.693   ;
9.650     ;-26.0   ;S43     ;-70.1472  ;149.068    ;
9.660     ;-26.0   ;S43     ;-69.7179  ;111.685    ;
9.670     ;-26.0   ;S43     ;-69.3599  ;73.8243    ;
9.680     ;-26.0   ;S43     ;-69.0127  ;35.4109    ;
9.690     ;-26.0   ;S43     ;-68.8069  ;-2.94189   ;
9.700     ;-26.0   ;S43     ;-68.5362  ;-41.1992   ;
9.710     ;-26.0   ;S43     ;-68.4033  ;-79.5539   ;
9.720     ;-26.0   ;S43     ;-68.2381  ;-118.075   ;
9.730     ;-26.0   ;S43     ;-68.1607  ;-156.498   ;
9.740     ;-26.0   ;S43     ;-68.0337  ;165.061    ;
9.750     ;-26.0   ;S43     ;-68.0069  ;126.901    ;
9.760     ;-26.0   ;S43     ;-67.9901  ;88.2044    ;
9.770     ;-26.0   ;S43     ;-68.013   ;49.7552    ;
9.780     ;-26.0   ;S43     ;-68.1326  ;11.7671    ;
9.790     ;-26.0   ;S43     ;-68.2085  ;-26.2314   ;
9.800     ;-26.0   ;S43     ;-68.2888  ;-64.043    ;
9.300     ;-25.0   ;S43     ;-79.5947  ;-98.157    ;
9.310     ;-25.0   ;S43     ;-80.9528  ;-131.161   ;
9.320     ;-25.0   ;S43     ;-81.8991  ;-164.795   ;
9.330     ;-25.0   ;S43     ;-83.2564  ;164.173    ;
9.340     ;-25.0   ;S43     ;-84.7008  ;133.416    ;
9.350     ;-25.0   ;S43     ;-86.0222  ;109.252    ;
9.360     ;-25.0   ;S43     ;-86.3908  ;87.904     ;
